cause_icd10,n_male,n_female,n_persons,crude_rate_male,crude_rate_female,crude_rate_persons,asr_male,asr_female,asr_persons,ypll_male,ypll_female,ypll_persons,state,state_abbr,year,icd10_code,cause_name,is_chapter,is_total
Other disorders of eye and adnexa (H55-H59),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H55-H59,Other disorders of eye and adnexa,FALSE,FALSE
Nystagmus and other irregular eye movements (H55),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H55,Nystagmus and other irregular eye movements,FALSE,FALSE
Other disorders of eye and adnexa (H57),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H57,Other disorders of eye and adnexa,FALSE,FALSE
"Postprocedural disorders of eye and adnexa, not elsewhere classified (H59)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",FALSE,FALSE
CHAPTER VIII Diseases of the ear and mastoid process (H60-H95),2,1,2,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,H60-H95,CHAPTER VIII Diseases of the ear and mastoid process,TRUE,FALSE
Diseases of external ear (H60-H62),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H60-H62,Diseases of external ear,FALSE,FALSE
Otitis externa (H60),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H60,Otitis externa,FALSE,FALSE
Other disorders of external ear (H61),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H61,Other disorders of external ear,FALSE,FALSE
Diseases of middle ear and mastoid (H65-H75),3,1,1,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,H65-H75,Diseases of middle ear and mastoid,FALSE,FALSE
Nonsuppurative otitis media (H65),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H65,Nonsuppurative otitis media,FALSE,FALSE
Suppurative and unspecified otitis media (H66),0,3,4,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,H66,Suppurative and unspecified otitis media,FALSE,FALSE
Eustachian salpingitis and obstruction (H68),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H68,Eustachian salpingitis and obstruction,FALSE,FALSE
Other disorders of Eustachian tube (H69),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H69,Other disorders of Eustachian tube,FALSE,FALSE
Mastoiditis and related conditions (H70),4,0,1,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,H70,Mastoiditis and related conditions,FALSE,FALSE
Cholesteatoma of middle ear (H71),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H71,Cholesteatoma of middle ear,FALSE,FALSE
Perforation of tympanic membrane (H72),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H72,Perforation of tympanic membrane,FALSE,FALSE
Other disorders of tympanic membrane (H73),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H73,Other disorders of tympanic membrane,FALSE,FALSE
Other disorders of middle ear and mastoid (H74),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H74,Other disorders of middle ear and mastoid,FALSE,FALSE
Diseases of inner ear (H80-H83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H80-H83,Diseases of inner ear,FALSE,FALSE
Otosclerosis (H80),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H80,Otosclerosis,FALSE,FALSE
Disorders of vestibular function (H81),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H81,Disorders of vestibular function,FALSE,FALSE
Other diseases of inner ear (H83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H83,Other diseases of inner ear,FALSE,FALSE
Other disorders of ear (H90-H95),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H90-H95,Other disorders of ear,FALSE,FALSE
Conductive and sensorineural hearing loss (H90),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H90,Conductive and sensorineural hearing loss,FALSE,FALSE
Other hearing loss (H91),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H91,Other hearing loss,FALSE,FALSE
Otalgia and effusion of ear (H92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H92,Otalgia and effusion of ear,FALSE,FALSE
"Other disorders of ear, not elsewhere classified (H93)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H93,"Other disorders of ear, not elsewhere classified",FALSE,FALSE
"Postprocedural disorders of ear and mastoid process, not elsewhere classified (H95)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",FALSE,FALSE
CHAPTER IX Diseases of the circulatory system (I00-I99),4633,4164,8797,167.47137027583796,147.6659104876486,157.47391575351367,139.9,98.6,118.6,24787,10305,34822,Queensland,QLD,2024,I00-I99,CHAPTER IX Diseases of the circulatory system,TRUE,FALSE
Acute rheumatic fever (I00-I02),4,1,2,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,I00-I02,Acute rheumatic fever,FALSE,FALSE
Rheumatic fever without mention of heart involvement (I00),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I00,Rheumatic fever without mention of heart involvement,FALSE,FALSE
Rheumatic fever with heart involvement (I01),2,1,4,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,I01,Rheumatic fever with heart involvement,FALSE,FALSE
Rheumatic chorea (I02),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I02,Rheumatic chorea,FALSE,FALSE
Chronic rheumatic heart diseases (I05-I09),40,56,96,1.4459000239657929,1.9859008134746208,1.718483109280131,1.2,1.4,1.3,207,263,471,Queensland,QLD,2024,I05-I09,Chronic rheumatic heart diseases,FALSE,FALSE
Rheumatic mitral valve diseases (I05),13,14,27,0.4699175077888827,0.4964752033686552,0.48332337448503687,NA,NA,0.4,116,59,175,Queensland,QLD,2024,I05,Rheumatic mitral valve diseases,FALSE,FALSE
Rheumatic aortic valve diseases (I06),0,1,3,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,I06,Rheumatic aortic valve diseases,FALSE,FALSE
Rheumatic tricuspid valve diseases (I07),8,10,18,0.2891800047931586,0.35462514526332517,0.32221558299002456,NA,NA,NA,—,np,np,Queensland,QLD,2024,I07,Rheumatic tricuspid valve diseases,FALSE,FALSE
Multiple valve diseases (I08),15,19,34,0.5422125089871723,0.6737877760003177,0.6086294345367131,NA,NA,0.5,np,47,83,Queensland,QLD,2024,I08,Multiple valve diseases,FALSE,FALSE
Other rheumatic heart diseases (I09),2,12,16,NA,0.4255501743159901,0.28641385154668847,NA,NA,NA,np,146,202,Queensland,QLD,2024,I09,Other rheumatic heart diseases,FALSE,FALSE
Hypertensive diseases (I10-I15),195,297,492,7.04876261683324,10.532366814320756,8.807225935060671,5.9,6.8,6.5,742,407,1141,Queensland,QLD,2024,I10-I15,Hypertensive diseases,FALSE,FALSE
Essential (primary) hypertension (I10),49,109,158,1.7712275293580964,3.865414083370244,2.828336784023549,1.5,2.5,2.1,73,69,142,Queensland,QLD,2024,I10,Essential,FALSE,FALSE
Hypertensive heart disease (I11),64,92,156,2.3134400383452687,3.2625513364225913,2.7925350525802126,2,2.1,2.1,479,204,677,Queensland,QLD,2024,I11,Hypertensive heart disease,FALSE,FALSE
Hypertensive renal disease (I12),35,57,92,1.2651625209700688,2.021363328000953,1.6468796463934587,1.1,1.3,1.2,94,56,150,Queensland,QLD,2024,I12,Hypertensive renal disease,FALSE,FALSE
Hypertensive heart and renal disease (I13),47,39,86,1.6989325281598067,1.383038066526968,1.5394744520634507,1.4,0.9,1.1,95,78,172,Queensland,QLD,2024,I13,Hypertensive heart and renal disease,FALSE,FALSE
Secondary hypertension (I15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I15,Secondary hypertension,FALSE,FALSE
Ischaemic heart diseases (I20-I25),2172,1374,3546,78.51237130134255,48.72549495918087,63.476469849034835,65.3,32.7,48.2,13889,3561,17254,Queensland,QLD,2024,I20-I25,Ischaemic heart diseases,FALSE,FALSE
Angina pectoris (I20),1,1,3,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I20,Angina pectoris,FALSE,FALSE
Acute myocardial infarction (I21),758,529,1287,27.399805454151775,18.759670184429897,23.038414183786756,22.6,12.5,17.4,4065,1053,5059,Queensland,QLD,2024,I21,Acute myocardial infarction,FALSE,FALSE
Subsequent myocardial infarction (I22),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I22,Subsequent myocardial infarction,FALSE,FALSE
Certain current complications following acute myocardial infarction (I23),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I23,Certain current complications following acute myocardial infarction,FALSE,FALSE
Other acute ischaemic heart diseases (I24),92,55,147,3.325570055121324,1.9504382989482882,2.6314272610852005,2.7,1.3,2,614,85,688,Queensland,QLD,2024,I24,Other acute ischaemic heart diseases,FALSE,FALSE
Chronic ischaemic heart disease (I25),1321,788,2109,47.75084829147031,27.944461446750022,37.75292580699788,39.9,18.8,28.8,9209,2423,11507,Queensland,QLD,2024,I25,Chronic ischaemic heart disease,FALSE,FALSE
Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),88,102,190,3.1809800527247445,3.617176481685916,3.401164487116926,2.7,2.5,2.6,454,472,929,Queensland,QLD,2024,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,FALSE,FALSE
Pulmonary embolism (I26),36,47,83,1.3013100215692137,1.6667381827376282,1.4857718548984467,1.1,1.2,1.1,320,290,612,Queensland,QLD,2024,I26,Pulmonary embolism,FALSE,FALSE
Other pulmonary heart diseases (I27),51,55,106,1.843522530556386,1.9504382989482882,1.8974917664968114,1.5,1.3,1.4,126,183,309,Queensland,QLD,2024,I27,Other pulmonary heart diseases,FALSE,FALSE
Other diseases of pulmonary vessels (I28),3,0,3,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,I28,Other diseases of pulmonary vessels,FALSE,FALSE
Other forms of heart disease (I30-I52),931,1071,2002,33.65332305780383,37.980353057702125,35.837533174779395,28.6,25.1,26.9,4920,2475,7357,Queensland,QLD,2024,I30-I52,Other forms of heart disease,FALSE,FALSE
Acute pericarditis (I30),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I30,Acute pericarditis,FALSE,FALSE
Other diseases of pericardium (I31),7,2,10,0.25303250419401374,NA,0.1790086572166803,NA,NA,NA,53,np,57,Queensland,QLD,2024,I31,Other diseases of pericardium,FALSE,FALSE
Acute and subacute endocarditis (I33),48,15,63,1.7350800287589516,0.5319377178949877,1.127754540465086,1.4,NA,0.9,275,198,470,Queensland,QLD,2024,I33,Acute and subacute endocarditis,FALSE,FALSE
Nonrheumatic mitral valve disorders (I34),27,30,57,0.9759825161769102,1.0638754357899753,1.0203493461350779,0.8,0.7,0.8,131,77,207,Queensland,QLD,2024,I34,Nonrheumatic mitral valve disorders,FALSE,FALSE
Nonrheumatic aortic valve disorders (I35),121,133,254,4.373847572496524,4.716514432002224,4.54681989330368,3.7,3,3.3,246,119,360,Queensland,QLD,2024,I35,Nonrheumatic aortic valve disorders,FALSE,FALSE
Nonrheumatic tricuspid valve disorders (I36),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I36,Nonrheumatic tricuspid valve disorders,FALSE,FALSE
Pulmonary valve disorders (I37),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I37,Pulmonary valve disorders,FALSE,FALSE
"Endocarditis, valve unspecified (I38)",38,62,100,1.3736050227675034,2.1986759006326158,1.790086572166803,1.2,1.4,1.3,111,47,157,Queensland,QLD,2024,I38,"Endocarditis, valve unspecified",FALSE,FALSE
Acute myocarditis (I40),1,4,1,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,I40,Acute myocarditis,FALSE,FALSE
Cardiomyopathy (I42),174,116,290,6.289665104251199,4.113651685054571,5.191251059283729,5.6,3.2,4.3,2562,1342,3886,Queensland,QLD,2024,I42,Cardiomyopathy,FALSE,FALSE
Atrioventricular and left bundle-branch block (I44),11,7,18,0.39762250659059306,0.2482376016843276,0.32221558299002456,NA,NA,NA,np,np,np,Queensland,QLD,2024,I44,Atrioventricular and left bundle-branch block,FALSE,FALSE
Other conduction disorders (I45),8,6,14,0.2891800047931586,0.21277508715799506,0.25061212010335243,NA,NA,NA,np,np,np,Queensland,QLD,2024,I45,Other conduction disorders,FALSE,FALSE
Cardiac arrest (I46),2,3,6,NA,NA,0.10740519433000818,NA,NA,NA,np,—,np,Queensland,QLD,2024,I46,Cardiac arrest,FALSE,FALSE
Paroxysmal tachycardia (I47),4,6,10,NA,0.21277508715799506,0.1790086572166803,NA,NA,NA,np,—,np,Queensland,QLD,2024,I47,Paroxysmal tachycardia,FALSE,FALSE
Atrial fibrillation and flutter (I48),170,316,486,6.145075101854619,11.206154590321074,8.699820740730663,5.1,7.1,6.3,247,139,383,Queensland,QLD,2024,I48,Atrial fibrillation and flutter,FALSE,FALSE
Other cardiac arrhythmias (I49),21,21,42,0.7590975125820413,0.7447128050529828,0.7518363603100573,0.6,0.5,0.6,109,37,145,Queensland,QLD,2024,I49,Other cardiac arrhythmias,FALSE,FALSE
Heart failure (I50),226,290,516,8.16933513540673,10.28412921263643,9.236846712380704,6.8,6.6,6.8,398,240,634,Queensland,QLD,2024,I50,Heart failure,FALSE,FALSE
Complications and ill-defined descriptions of heart disease (I51),69,63,132,2.4941775413409926,2.2341384151589483,2.36291427526018,2.1,1.5,1.8,480,261,742,Queensland,QLD,2024,I51,Complications and ill-defined descriptions of heart disease,FALSE,FALSE
Cerebrovascular diseases (I60-I69),919,1040,1959,33.219553050614095,36.881015107385814,35.06779594874767,27.6,24.6,26.1,3137,2222,5340,Queensland,QLD,2024,I60-I69,Cerebrovascular diseases,FALSE,FALSE
Subarachnoid haemorrhage (I60),49,72,121,1.7712275293580964,2.553301045895941,2.1660047523218315,1.5,2,1.8,579,633,1213,Queensland,QLD,2024,I60,Subarachnoid haemorrhage,FALSE,FALSE
Intracerebral haemorrhage (I61),128,127,255,4.626880076690537,4.503739344844229,4.564720759025348,3.8,3.1,3.4,667,333,994,Queensland,QLD,2024,I61,Intracerebral haemorrhage,FALSE,FALSE
Other nontraumatic intracranial haemorrhage (I62),146,117,263,5.277535087475144,4.149114199580904,4.707927684798692,4.4,2.9,3.6,795,381,1168,Queensland,QLD,2024,I62,Other nontraumatic intracranial haemorrhage,FALSE,FALSE
Cerebral infarction (I63),166,169,335,6.00048509945804,5.993164954950195,5.996790016758791,4.9,4,4.5,574,417,988,Queensland,QLD,2024,I63,Cerebral infarction,FALSE,FALSE
"Stroke, not specified as haemorrhage or infarction (I64)",326,440,766,11.784085195321211,15.603506391586306,13.712063142797712,9.8,10.1,10,454,351,802,Queensland,QLD,2024,I64,"Stroke, not specified as haemorrhage or infarction",FALSE,FALSE
"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction (I65)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",FALSE,FALSE
"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction (I66)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",FALSE,FALSE
Other cerebrovascular diseases (I67),42,66,108,1.5181950251640826,2.340525958737946,1.9332934979401475,1.3,1.5,1.4,25,42,68,Queensland,QLD,2024,I67,Other cerebrovascular diseases,FALSE,FALSE
Sequelae of cerebrovascular disease (I69),62,49,111,2.2411450371469788,1.737663211790293,1.9869960951051515,1.9,1.1,1.4,44,64,109,Queensland,QLD,2024,I69,Sequelae of cerebrovascular disease,FALSE,FALSE
"Diseases of arteries, arterioles and capillaries (I70-I79)",265,190,455,9.579087658773378,6.737877760003177,8.144893903358954,7.9,4.6,6.1,1136,474,1599,Queensland,QLD,2024,I70-I79,"Diseases of arteries, arterioles and capillaries",FALSE,FALSE
Atherosclerosis (I70),4,4,8,NA,NA,0.14320692577334423,NA,NA,NA,np,np,np,Queensland,QLD,2024,I70,Atherosclerosis,FALSE,FALSE
Aortic aneurysm and dissection (I71),133,79,212,4.807617579686261,2.8015386475802684,3.794983532993623,3.9,2,2.9,759,274,1025,Queensland,QLD,2024,I71,Aortic aneurysm and dissection,FALSE,FALSE
Other aneurysm and dissection (I72),7,7,14,0.25303250419401374,0.2482376016843276,0.25061212010335243,NA,NA,NA,np,np,111,Queensland,QLD,2024,I72,Other aneurysm and dissection,FALSE,FALSE
Other peripheral vascular diseases (I73),94,77,171,3.3978650563196133,2.7306136185276033,3.061048038405233,2.8,1.8,2.2,181,77,255,Queensland,QLD,2024,I73,Other peripheral vascular diseases,FALSE,FALSE
Arterial embolism and thrombosis (I74),7,3,10,0.25303250419401374,NA,0.1790086572166803,NA,NA,NA,np,—,np,Queensland,QLD,2024,I74,Arterial embolism and thrombosis,FALSE,FALSE
Other disorders of arteries and arterioles (I77),17,19,36,0.614507510185462,0.6737877760003177,0.6444311659800491,NA,NA,0.5,110,37,146,Queensland,QLD,2024,I77,Other disorders of arteries and arterioles,FALSE,FALSE
Diseases of capillaries (I78),4,2,3,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,I78,Diseases of capillaries,FALSE,FALSE
"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",22,29,51,0.7952450131811861,1.0284129212636428,0.9129441518050695,0.7,0.8,0.8,301,371,670,Queensland,QLD,2024,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",FALSE,FALSE
Phlebitis and thrombophlebitis (I80),15,16,31,0.5422125089871723,0.5674002324213202,0.554926837371709,NA,NA,0.5,252,336,585,Queensland,QLD,2024,I80,Phlebitis and thrombophlebitis,FALSE,FALSE
Portal vein thrombosis (I81),3,1,4,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,I81,Portal vein thrombosis,FALSE,FALSE
Other venous embolism and thrombosis (I82),3,2,3,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I82,Other venous embolism and thrombosis,FALSE,FALSE
Varicose veins of lower extremities (I83),1,1,8,NA,NA,0.14320692577334423,NA,NA,NA,np,np,np,Queensland,QLD,2024,I83,Varicose veins of lower extremities,FALSE,FALSE
Haemorrhoids (I84),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I84,Haemorrhoids,FALSE,FALSE
Oesophageal varices (I85),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I85,Oesophageal varices,FALSE,FALSE
Varicose veins of other sites (I86),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I86,Varicose veins of other sites,FALSE,FALSE
Other disorders of veins (I87),0,3,4,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,I87,Other disorders of veins,FALSE,FALSE
Nonspecific lymphadenitis (I88),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I88,Nonspecific lymphadenitis,FALSE,FALSE
Other noninfective disorders of lymphatic vessels and lymph nodes (I89),4,2,4,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,I89,Other noninfective disorders of lymphatic vessels and lymph nodes,FALSE,FALSE
Other and unspecified disorders of the circulatory system (I95-I99),0,4,3,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,I95-I99,Other and unspecified disorders of the circulatory system,FALSE,FALSE
Hypotension (I95),0,3,2,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I95,Hypotension,FALSE,FALSE
"Postprocedural disorders of circulatory system, not elsewhere classified (I97)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",FALSE,FALSE
Other and unspecified disorders of circulatory system (I99),0,2,1,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,I99,Other and unspecified disorders of circulatory system,FALSE,FALSE
CHAPTER X Diseases of the respiratory system (J00-J99),1816,1754,3570,65.643861088047,62.20125047918723,63.90609062635487,53.8,42.5,47.7,6254,5100,11325,Queensland,QLD,2024,J00-J99,CHAPTER X Diseases of the respiratory system,TRUE,FALSE
Acute upper respiratory infections (J00-J06),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J00-J06,Acute upper respiratory infections,FALSE,FALSE
Acute nasopharyngitis [common cold] (J00),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J00,Acute nasopharyngitis [common cold],FALSE,FALSE
Acute sinusitis (J01),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J01,Acute sinusitis,FALSE,FALSE
Acute pharyngitis (J02),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J02,Acute pharyngitis,FALSE,FALSE
Acute tonsillitis (J03),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J03,Acute tonsillitis,FALSE,FALSE
Acute laryngitis and tracheitis (J04),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J04,Acute laryngitis and tracheitis,FALSE,FALSE
Acute obstructive laryngitis [croup] and epiglottitis (J05),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J05,Acute obstructive laryngitis [croup] and epiglottitis,FALSE,FALSE
Acute upper respiratory infections of multiple and unspecified sites (J06),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,J06,Acute upper respiratory infections of multiple and unspecified sites,FALSE,FALSE
