cause_icd10,unit,mc_count_male,mc_count_female,mc_count_persons,mc_asr_male,mc_asr_female,mc_asr_persons,icd10_code,cause_name,is_chapter,is_total
Other symptoms and signs involving cognitive functions and awareness (R41),no.,1078,1348,2426,6.3,5.8,6.1,R41,Other symptoms and signs involving cognitive functions and awareness,FALSE,FALSE
Dizziness and giddiness (R42),no.,30,34,64,0.2,0.1,0.2,R42,Dizziness and giddiness,FALSE,FALSE
Disturbances of smell and taste (R43),no.,0,0,0,NA,NA,NA,R43,Disturbances of smell and taste,FALSE,FALSE
Other symptoms and signs involving general sensations and perceptions (R44),no.,36,24,60,0.3,0.1,0.2,R44,Other symptoms and signs involving general sensations and perceptions,FALSE,FALSE
Symptoms and signs involving emotional state (R45),no.,983,344,1327,7.2,2.4,4.8,R45,Symptoms and signs involving emotional state,FALSE,FALSE
Symptoms and signs involving appearance and behaviour (R46),no.,68,24,92,0.5,0.2,0.3,R46,Symptoms and signs involving appearance and behaviour,FALSE,FALSE
Symptoms and signs involving speech and voice (R47-R49),no.,52,46,98,0.3,0.2,0.3,R47-R49,Symptoms and signs involving speech and voice,FALSE,FALSE
"Speech disturbances, not elsewhere classified (R47)",no.,50,44,94,0.3,0.2,0.2,R47,"Speech disturbances, not elsewhere classified",FALSE,FALSE
"Dyslexia and other symbolic dysfunctions, not elsewhere classified (R48)",no.,0,2,2,NA,NA,NA,R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",FALSE,FALSE
Voice disturbances (R49),no.,2,0,2,NA,NA,NA,R49,Voice disturbances,FALSE,FALSE
General symptoms and signs (R50-R69),no.,11676,14803,26479,69.6,65.7,68,R50-R69,General symptoms and signs,FALSE,FALSE
Fever of unknown origin (R50),no.,105,68,173,0.6,0.3,0.5,R50,Fever of unknown origin,FALSE,FALSE
Headache (R51),no.,6,9,15,NA,NA,NA,R51,Headache,FALSE,FALSE
"Pain, not elsewhere classified (R52)",no.,337,374,711,2.2,1.9,2.1,R52,"Pain, not elsewhere classified",FALSE,FALSE
Malaise and fatigue (R53),no.,4169,6178,10347,24.5,26.3,25.6,R53,Malaise and fatigue,FALSE,FALSE
Senility (R54),no.,2009,3774,5783,11.8,15.3,13.9,R54,Senility,FALSE,FALSE
Syncope and collapse (R55),no.,81,75,156,0.5,0.3,0.4,R55,Syncope and collapse,FALSE,FALSE
"Convulsions, not elsewhere classified (R56)",no.,409,392,801,2.6,2,2.3,R56,"Convulsions, not elsewhere classified",FALSE,FALSE
"Shock, not elsewhere classified (R57)",no.,1883,1441,3324,11.3,7.2,9.1,R57,"Shock, not elsewhere classified",FALSE,FALSE
"Haemorrhage, not elsewhere classified (R58)",no.,266,171,437,1.6,0.9,1.2,R58,"Haemorrhage, not elsewhere classified",FALSE,FALSE
Enlarged lymph nodes (R59),no.,23,26,49,0.1,0.1,0.1,R59,Enlarged lymph nodes,FALSE,FALSE
"Oedema, not elsewhere classified (R60)",no.,37,65,102,0.2,0.3,0.3,R60,"Oedema, not elsewhere classified",FALSE,FALSE
Hyperhidrosis (R61),no.,0,0,0,NA,NA,NA,R61,Hyperhidrosis,FALSE,FALSE
Lack of expected normal physiological development (R62),no.,6,13,19,NA,NA,NA,R62,Lack of expected normal physiological development,FALSE,FALSE
Symptoms and signs concerning food and fluid intake (R63),no.,618,1098,1716,3.7,4.8,4.3,R63,Symptoms and signs concerning food and fluid intake,FALSE,FALSE
Cachexia (R64),no.,551,831,1382,3.2,3.6,3.5,R64,Cachexia,FALSE,FALSE
Systemic Inflammatory Response Syndrome [SIRS] (R65),no.,12,18,30,NA,NA,0.1,R65,Systemic Inflammatory Response Syndrome [SIRS],FALSE,FALSE
Other general symptoms and signs (R68),no.,3149,3589,6738,18.9,16.6,17.8,R68,Other general symptoms and signs,FALSE,FALSE
Unknown and unspecified causes of morbidity (R69),no.,47,69,116,0.3,0.3,0.3,R69,Unknown and unspecified causes of morbidity,FALSE,FALSE
"Abnormal findings on examination of blood, without diagnosis (R70-R79)",no.,1074,325,1399,7.9,2.2,5,R70-R79,"Abnormal findings on examination of blood, without diagnosis",FALSE,FALSE
Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity (R70),no.,2,3,5,NA,NA,NA,R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,FALSE,FALSE
Abnormality of red blood cells (R71),no.,1,0,1,NA,NA,NA,R71,Abnormality of red blood cells,FALSE,FALSE
"Abnormality of white blood cells, not elsewhere classified (R72)",no.,0,0,0,NA,NA,NA,R72,"Abnormality of white blood cells, not elsewhere classified",FALSE,FALSE
Elevated blood glucose level (R73),no.,64,67,131,0.4,0.3,0.4,R73,Elevated blood glucose level,FALSE,FALSE
Abnormal serum enzyme levels (R74),no.,7,3,10,NA,NA,NA,R74,Abnormal serum enzyme levels,FALSE,FALSE
Laboratory evidence of human immunodeficiency virus [HIV] (R75),no.,0,0,0,NA,NA,NA,R75,Laboratory evidence of human immunodeficiency virus [HIV],FALSE,FALSE
Other abnormal immunological findings in serum (R76),no.,1,1,2,NA,NA,NA,R76,Other abnormal immunological findings in serum,FALSE,FALSE
Other abnormalities of plasma proteins (R77),no.,2,0,2,NA,NA,NA,R77,Other abnormalities of plasma proteins,FALSE,FALSE
"Findings of drugs and other substances, not normally found in blood (R78)",no.,988,241,1229,7.4,1.8,4.6,R78,"Findings of drugs and other substances, not normally found in blood",FALSE,FALSE
Other abnormal findings of blood chemistry (R79),no.,9,10,19,NA,NA,NA,R79,Other abnormal findings of blood chemistry,FALSE,FALSE
"Abnormal findings on examination of urine, without diagnosis (R80-R82)",no.,13,6,19,NA,NA,NA,R80-R82,"Abnormal findings on examination of urine, without diagnosis",FALSE,FALSE
Isolated proteinuria (R80),no.,3,4,7,NA,NA,NA,R80,Isolated proteinuria,FALSE,FALSE
Glycosuria (R81),no.,0,0,0,NA,NA,NA,R81,Glycosuria,FALSE,FALSE
Other abnormal findings in urine (R82),no.,10,2,12,NA,NA,NA,R82,Other abnormal findings in urine,FALSE,FALSE
"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis (R83-R89)",no.,1,2,3,NA,NA,NA,R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",FALSE,FALSE
Abnormal findings in cerebrospinal fluid (R83),no.,0,0,0,NA,NA,NA,R83,Abnormal findings in cerebrospinal fluid,FALSE,FALSE
Abnormal findings in specimens from respiratory organs and thorax (R84),no.,0,0,0,NA,NA,NA,R84,Abnormal findings in specimens from respiratory organs and thorax,FALSE,FALSE
Abnormal findings in specimens from digestive organs and abdominal cavity (R85),no.,0,0,0,NA,NA,NA,R85,Abnormal findings in specimens from digestive organs and abdominal cavity,FALSE,FALSE
Abnormal findings in specimens from male genital organs (R86),no.,0,0,0,NA,NA,NA,R86,Abnormal findings in specimens from male genital organs,FALSE,FALSE
Abnormal findings in specimens from female genital organs (R87),no.,0,0,0,NA,NA,NA,R87,Abnormal findings in specimens from female genital organs,FALSE,FALSE
"Abnormal findings in specimens from other organs, systems and tissues (R89)",no.,1,2,3,NA,NA,NA,R89,"Abnormal findings in specimens from other organs, systems and tissues",FALSE,FALSE
"Abnormal findings on diagnostic imaging and in function studies, without diagnosis (R90-R94)",no.,87,69,156,0.5,0.3,0.4,R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",FALSE,FALSE
Abnormal findings on diagnostic imaging of central nervous system (R90),no.,15,13,28,NA,NA,0.1,R90,Abnormal findings on diagnostic imaging of central nervous system,FALSE,FALSE
Abnormal findings on diagnostic imaging of lung (R91),no.,58,43,101,0.3,0.2,0.3,R91,Abnormal findings on diagnostic imaging of lung,FALSE,FALSE
Abnormal findings on diagnostic imaging of breast (R92),no.,0,0,0,NA,NA,NA,R92,Abnormal findings on diagnostic imaging of breast,FALSE,FALSE
Abnormal findings on diagnostic imaging of other body structures (R93),no.,2,1,3,NA,NA,NA,R93,Abnormal findings on diagnostic imaging of other body structures,FALSE,FALSE
Abnormal results of function studies (R94),no.,13,12,25,NA,NA,0.1,R94,Abnormal results of function studies,FALSE,FALSE
Ill-defined and unknown causes of mortality (R95-R99),no.,1288,853,2141,8.5,4.8,6.6,R95-R99,Ill-defined and unknown causes of mortality,FALSE,FALSE
Sudden infant death syndrome (R95),no.,10,5,15,NA,NA,NA,R95,Sudden infant death syndrome,FALSE,FALSE
"Other sudden death, cause unknown (R96)",no.,2,1,3,NA,NA,NA,R96,"Other sudden death, cause unknown",FALSE,FALSE
Unattended death (R98),no.,0,0,0,NA,NA,NA,R98,Unattended death,FALSE,FALSE
Other ill-defined and unspecified causes of mortality (R99),no.,1276,847,2123,8.4,4.8,6.5,R99,Other ill-defined and unspecified causes of mortality,FALSE,FALSE
"CHAPTER XIX Injury, poisoning and certain other consequences of external causes (S00-T98)",no.,10877,6593,17470,72.2,34.7,52.8,S00-T98,"CHAPTER XIX Injury, poisoning and certain other consequences of external causes",TRUE,FALSE
Other Injuries (S00-T19),no.,6633,4720,11353,42.2,22.7,32,S00-T19,Other Injuries,FALSE,FALSE
Injuries to the head (S00-S09),no.,1737,1033,2770,10.9,5,7.8,S00-S09,Injuries to the head,FALSE,FALSE
Superficial injury of head (S00),no.,10,6,16,NA,NA,NA,S00,Superficial injury of head,FALSE,FALSE
Open wound of head (S01),no.,169,32,201,1.1,0.2,0.6,S01,Open wound of head,FALSE,FALSE
Fracture of skull and facial bones (S02),no.,185,93,278,1.2,0.5,0.8,S02,Fracture of skull and facial bones,FALSE,FALSE
"Dislocation, sprain and strain of joints and ligaments of head (S03)",no.,1,1,2,NA,NA,NA,S03,"Dislocation, sprain and strain of joints and ligaments of head",FALSE,FALSE
Injury of cranial nerves (S04),no.,0,0,0,NA,NA,NA,S04,Injury of cranial nerves,FALSE,FALSE
Injury of eye and orbit (S05),no.,2,3,5,NA,NA,NA,S05,Injury of eye and orbit,FALSE,FALSE
Intracranial injury (S06),no.,1166,782,1948,7.1,3.6,5.2,S06,Intracranial injury,FALSE,FALSE
Crushing injury of head (S07),no.,1,0,1,NA,NA,NA,S07,Crushing injury of head,FALSE,FALSE
Traumatic amputation of part of head (S08),no.,0,0,0,NA,NA,NA,S08,Traumatic amputation of part of head,FALSE,FALSE
Other and unspecified injuries of head (S09),no.,406,202,608,2.7,1.1,1.9,S09,Other and unspecified injuries of head,FALSE,FALSE
Injuries to the neck (S10-S19),no.,678,255,933,4.6,1.5,3,S10-S19,Injuries to the neck,FALSE,FALSE
Superficial injury of neck (S10),no.,0,2,2,NA,NA,NA,S10,Superficial injury of neck,FALSE,FALSE
Open wound of neck (S11),no.,67,13,80,0.5,NA,0.3,S11,Open wound of neck,FALSE,FALSE
Fracture of neck (S12),no.,204,122,326,1.2,0.5,0.9,S12,Fracture of neck,FALSE,FALSE
"Dislocation, sprain and strain of joints and ligaments at neck level (S13)",no.,9,3,12,NA,NA,NA,S13,"Dislocation, sprain and strain of joints and ligaments at neck level",FALSE,FALSE
Injury of nerves and spinal cord at neck level (S14),no.,34,12,46,0.2,NA,0.1,S14,Injury of nerves and spinal cord at neck level,FALSE,FALSE
Injury of blood vessels at neck level (S15),no.,16,6,22,NA,NA,0.1,S15,Injury of blood vessels at neck level,FALSE,FALSE
Injury of muscle and tendon at neck level (S16),no.,0,0,0,NA,NA,NA,S16,Injury of muscle and tendon at neck level,FALSE,FALSE
Crushing injury of neck (S17),no.,0,0,0,NA,NA,NA,S17,Crushing injury of neck,FALSE,FALSE
Traumatic amputation at neck level (S18),no.,6,1,7,NA,NA,NA,S18,Traumatic amputation at neck level,FALSE,FALSE
Other and unspecified injuries of neck (S19),no.,375,107,482,2.7,0.8,1.7,S19,Other and unspecified injuries of neck,FALSE,FALSE
Injuries to the thorax (S20-S29),no.,740,380,1120,4.7,1.8,3.2,S20-S29,Injuries to the thorax,FALSE,FALSE
Superficial injury of thorax (S20),no.,8,4,12,NA,NA,NA,S20,Superficial injury of thorax,FALSE,FALSE
Open wound of thorax (S21),no.,76,19,95,0.6,NA,0.3,S21,Open wound of thorax,FALSE,FALSE
"Fracture of rib(s), sternum and thoracic spine (S22)",no.,442,288,730,2.6,1.3,1.9,S22,Fracture of rib,FALSE,FALSE
"Dislocation, sprain and strain of joints and ligaments of thorax (S23)",no.,1,1,2,NA,NA,NA,S23,"Dislocation, sprain and strain of joints and ligaments of thorax",FALSE,FALSE
Injury of nerves and spinal cord at thorax level (S24),no.,3,0,3,NA,NA,NA,S24,Injury of nerves and spinal cord at thorax level,FALSE,FALSE
Injury of blood vessels of thorax (S25),no.,17,5,22,NA,NA,0.1,S25,Injury of blood vessels of thorax,FALSE,FALSE
Injury of heart (S26),no.,10,5,15,NA,NA,NA,S26,Injury of heart,FALSE,FALSE
Injury of other and unspecified intrathoracic organs (S27),no.,110,66,176,0.7,0.3,0.5,S27,Injury of other and unspecified intrathoracic organs,FALSE,FALSE
Crushing injury of thorax and traumatic amputation of part of thorax (S28),no.,3,0,3,NA,NA,NA,S28,Crushing injury of thorax and traumatic amputation of part of thorax,FALSE,FALSE
Other and unspecified injuries of thorax (S29),no.,170,48,218,1.2,0.3,0.7,S29,Other and unspecified injuries of thorax,FALSE,FALSE
"Injuries to the abdomen, lower back, lumbar spine and pelvis (S30-S39)",no.,366,377,743,2.2,1.7,1.9,S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",FALSE,FALSE
"Superficial injury of abdomen, lower back and pelvis (S30)",no.,5,9,14,NA,NA,NA,S30,"Superficial injury of abdomen, lower back and pelvis",FALSE,FALSE
"Open wound of abdomen, lower back and pelvis (S31)",no.,15,3,18,NA,NA,NA,S31,"Open wound of abdomen, lower back and pelvis",FALSE,FALSE
Fracture of lumbar spine and pelvis (S32),no.,253,316,569,1.5,1.4,1.4,S32,Fracture of lumbar spine and pelvis,FALSE,FALSE
"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis (S33)",no.,1,0,1,NA,NA,NA,S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",FALSE,FALSE
"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level (S34)",no.,2,0,2,NA,NA,NA,S34,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",FALSE,FALSE
"Injury of blood vessels at abdomen, lower back and pelvis level (S35)",no.,5,0,5,NA,NA,NA,S35,"Injury of blood vessels at abdomen, lower back and pelvis level",FALSE,FALSE
Injury of intra-abdominal organs (S36),no.,46,28,74,0.3,0.1,0.2,S36,Injury of intra-abdominal organs,FALSE,FALSE
Injury of pelvic organs (S37),no.,13,7,20,NA,NA,0.1,S37,Injury of pelvic organs,FALSE,FALSE
"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis (S38)",no.,0,0,0,NA,NA,NA,S38,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis",FALSE,FALSE
"Other and unspecified injuries of abdomen, lower back and pelvis (S39)",no.,45,22,67,0.3,0.1,0.2,S39,"Other and unspecified injuries of abdomen, lower back and pelvis",FALSE,FALSE
Injuries to the shoulder and upper arm (S40-S49),no.,129,168,297,0.8,0.7,0.8,S40-S49,Injuries to the shoulder and upper arm,FALSE,FALSE
Superficial injury of shoulder and upper arm (S40),no.,2,1,3,NA,NA,NA,S40,Superficial injury of shoulder and upper arm,FALSE,FALSE
Open wound of shoulder and upper arm (S41),no.,0,0,0,NA,NA,NA,S41,Open wound of shoulder and upper arm,FALSE,FALSE
Fracture of shoulder and upper arm (S42),no.,118,161,279,0.7,0.7,0.7,S42,Fracture of shoulder and upper arm,FALSE,FALSE
"Dislocation, sprain and strain of joints and ligaments of shoulder girdle (S43)",no.,4,4,8,NA,NA,NA,S43,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle",FALSE,FALSE
Injury of nerves at shoulder and upper arm level (S44),no.,0,0,0,NA,NA,NA,S44,Injury of nerves at shoulder and upper arm level,FALSE,FALSE
Injury of blood vessels at shoulder and upper arm level (S45),no.,2,1,3,NA,NA,NA,S45,Injury of blood vessels at shoulder and upper arm level,FALSE,FALSE
Injury of muscle and tendon at shoulder and upper arm level (S46),no.,1,1,2,NA,NA,NA,S46,Injury of muscle and tendon at shoulder and upper arm level,FALSE,FALSE
Crushing injury of shoulder and upper arm (S47),no.,0,0,0,NA,NA,NA,S47,Crushing injury of shoulder and upper arm,FALSE,FALSE
Traumatic amputation of shoulder and upper arm (S48),no.,0,0,0,NA,NA,NA,S48,Traumatic amputation of shoulder and upper arm,FALSE,FALSE
Other and unspecified injuries of shoulder and upper arm (S49),no.,2,0,2,NA,NA,NA,S49,Other and unspecified injuries of shoulder and upper arm,FALSE,FALSE
Injuries to the elbow and forearm (S50-S59),no.,48,33,81,0.3,0.1,0.2,S50-S59,Injuries to the elbow and forearm,FALSE,FALSE
Superficial injury of forearm (S50),no.,3,0,3,NA,NA,NA,S50,Superficial injury of forearm,FALSE,FALSE
Open wound of forearm (S51),no.,23,4,27,0.2,NA,0.1,S51,Open wound of forearm,FALSE,FALSE
Fracture of forearm (S52),no.,21,28,49,0.1,0.1,0.1,S52,Fracture of forearm,FALSE,FALSE
"Dislocation, sprain and strain of joints and ligaments of elbow (S53)",no.,0,0,0,NA,NA,NA,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",FALSE,FALSE
Injury of nerves at forearm level (S54),no.,0,0,0,NA,NA,NA,S54,Injury of nerves at forearm level,FALSE,FALSE
Injury of blood vessels at forearm level (S55),no.,2,1,3,NA,NA,NA,S55,Injury of blood vessels at forearm level,FALSE,FALSE
Injury of muscle and tendon at forearm level (S56),no.,0,0,0,NA,NA,NA,S56,Injury of muscle and tendon at forearm level,FALSE,FALSE
Crushing injury of forearm (S57),no.,0,0,0,NA,NA,NA,S57,Crushing injury of forearm,FALSE,FALSE
Traumatic amputation of forearm (S58),no.,0,0,0,NA,NA,NA,S58,Traumatic amputation of forearm,FALSE,FALSE
Other and unspecified injuries of forearm (S59),no.,0,0,0,NA,NA,NA,S59,Other and unspecified injuries of forearm,FALSE,FALSE
Injuries to the wrist and hand (S60-S69),no.,28,14,42,0.2,NA,0.1,S60-S69,Injuries to the wrist and hand,FALSE,FALSE
Superficial injury of wrist and hand (S60),no.,1,0,1,NA,NA,NA,S60,Superficial injury of wrist and hand,FALSE,FALSE
Open wound of wrist and hand (S61),no.,19,6,25,NA,NA,0.1,S61,Open wound of wrist and hand,FALSE,FALSE
Fracture at wrist and hand level (S62),no.,6,7,13,NA,NA,NA,S62,Fracture at wrist and hand level,FALSE,FALSE
"Dislocation, sprain and strain of joints and ligaments at wrist and hand level (S63)",no.,2,0,2,NA,NA,NA,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",FALSE,FALSE
Injury of nerves at wrist and hand level (S64),no.,0,0,0,NA,NA,NA,S64,Injury of nerves at wrist and hand level,FALSE,FALSE
Injury of blood vessels at wrist and hand level (S65),no.,3,0,3,NA,NA,NA,S65,Injury of blood vessels at wrist and hand level,FALSE,FALSE
Injury of muscle and tendon at wrist and hand level (S66),no.,1,1,2,NA,NA,NA,S66,Injury of muscle and tendon at wrist and hand level,FALSE,FALSE
Crushing injury of wrist and hand (S67),no.,0,1,1,NA,NA,NA,S67,Crushing injury of wrist and hand,FALSE,FALSE
