cause_icd10,unit,reported_alone,with_1_other,with_2_other,with_3_other,with_4_other,with_5_plus,icd10_code,cause_name,is_chapter,is_total
Congenital malformations of trachea and bronchus (Q32),no.,0,0,3,1,1,3.8,Q32,Congenital malformations of trachea and bronchus,FALSE,FALSE
Congenital malformations of lung (Q33),no.,1,5,0,0,1,2.7,Q33,Congenital malformations of lung,FALSE,FALSE
Other congenital malformations of respiratory system (Q34),no.,0,0,0,0,0,NA,Q34,Other congenital malformations of respiratory system,FALSE,FALSE
Cleft lip and cleft palate (Q35-Q37),no.,0,1,0,0,0,2,Q35-Q37,Cleft lip and cleft palate,FALSE,FALSE
Cleft palate (Q35),no.,0,0,0,0,0,NA,Q35,Cleft palate,FALSE,FALSE
Cleft lip (Q36),no.,0,0,0,0,0,NA,Q36,Cleft lip,FALSE,FALSE
Cleft palate with cleft lip (Q37),no.,0,1,0,0,0,2,Q37,Cleft palate with cleft lip,FALSE,FALSE
Other congenital malformations of the digestive system (Q38-Q45),no.,1,5,1,3,9,5.1,Q38-Q45,Other congenital malformations of the digestive system,FALSE,FALSE
"Other congenital malformations of tongue, mouth and pharynx (Q38)",no.,0,0,0,0,0,NA,Q38,"Other congenital malformations of tongue, mouth and pharynx",FALSE,FALSE
Congenital malformations of oesophagus (Q39),no.,0,2,0,1,3,4.3,Q39,Congenital malformations of oesophagus,FALSE,FALSE
Other congenital malformations of upper alimentary tract (Q40),no.,0,0,0,0,0,NA,Q40,Other congenital malformations of upper alimentary tract,FALSE,FALSE
"Congenital absence, atresia and stenosis of small intestine (Q41)",no.,0,0,0,0,1,5,Q41,"Congenital absence, atresia and stenosis of small intestine",FALSE,FALSE
"Congenital absence, atresia and stenosis of large intestine (Q42)",no.,0,0,0,0,0,NA,Q42,"Congenital absence, atresia and stenosis of large intestine",FALSE,FALSE
Other congenital malformations of intestine (Q43),no.,0,3,1,1,4,5.9,Q43,Other congenital malformations of intestine,FALSE,FALSE
"Congenital malformations of gallbladder, bile ducts and liver (Q44)",no.,1,0,0,1,1,4.3,Q44,"Congenital malformations of gallbladder, bile ducts and liver",FALSE,FALSE
Other congenital malformations of digestive system (Q45),no.,0,0,0,0,0,NA,Q45,Other congenital malformations of digestive system,FALSE,FALSE
Congenital malformations of genital organs (Q50-Q56),no.,0,0,0,0,0,NA,Q50-Q56,Congenital malformations of genital organs,FALSE,FALSE
"Congenital malformations of ovaries, fallopian tubes and broad ligaments (Q50)",no.,0,0,0,0,0,NA,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",FALSE,FALSE
Congenital malformations of uterus and cervix (Q51),no.,0,0,0,0,0,NA,Q51,Congenital malformations of uterus and cervix,FALSE,FALSE
Other congenital malformations of female genitalia (Q52),no.,0,0,0,0,0,NA,Q52,Other congenital malformations of female genitalia,FALSE,FALSE
Undescended testicle (Q53),no.,0,0,0,0,0,NA,Q53,Undescended testicle,FALSE,FALSE
Hypospadias (Q54),no.,0,0,0,0,0,NA,Q54,Hypospadias,FALSE,FALSE
Other congenital malformations of male genital organs (Q55),no.,0,0,0,0,0,NA,Q55,Other congenital malformations of male genital organs,FALSE,FALSE
Indeterminate sex and pseudohermaphroditism (Q56),no.,0,0,0,0,0,NA,Q56,Indeterminate sex and pseudohermaphroditism,FALSE,FALSE
Congenital malformations of the urinary system (Q60-Q64),no.,2,27,13,9,37,4.2,Q60-Q64,Congenital malformations of the urinary system,FALSE,FALSE
Renal agenesis and other reduction defects of kidney (Q60),no.,2,4,0,1,7,4.4,Q60,Renal agenesis and other reduction defects of kidney,FALSE,FALSE
Cystic kidney disease (Q61),no.,0,20,12,7,27,4.2,Q61,Cystic kidney disease,FALSE,FALSE
Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),no.,0,1,0,0,0,2,Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,FALSE,FALSE
Other congenital malformations of kidney (Q63),no.,0,1,0,0,2,4,Q63,Other congenital malformations of kidney,FALSE,FALSE
Other congenital malformations of urinary system (Q64),no.,0,1,1,1,1,3.5,Q64,Other congenital malformations of urinary system,FALSE,FALSE
Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),no.,7,10,4,6,3,2.7,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,FALSE,FALSE
Congenital deformities of hip (Q65),no.,0,0,0,0,0,NA,Q65,Congenital deformities of hip,FALSE,FALSE
Congenital deformities of feet (Q66),no.,0,0,0,0,0,NA,Q66,Congenital deformities of feet,FALSE,FALSE
"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",no.,0,0,0,0,0,NA,Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",FALSE,FALSE
Other congenital musculoskeletal deformities (Q68),no.,0,0,0,1,0,4,Q68,Other congenital musculoskeletal deformities,FALSE,FALSE
Polydactyly (Q69),no.,0,0,0,0,0,NA,Q69,Polydactyly,FALSE,FALSE
Syndactyly (Q70),no.,0,0,0,0,0,NA,Q70,Syndactyly,FALSE,FALSE
Reduction defects of upper limb (Q71),no.,0,0,0,0,0,NA,Q71,Reduction defects of upper limb,FALSE,FALSE
Reduction defects of lower limb (Q72),no.,0,0,0,0,0,NA,Q72,Reduction defects of lower limb,FALSE,FALSE
Reduction defects of unspecified limb (Q73),no.,0,0,0,0,0,NA,Q73,Reduction defects of unspecified limb,FALSE,FALSE
Other congenital malformations of limb(s) (Q74),no.,0,2,1,0,0,2.3,Q74,Other congenital malformations of limb,FALSE,FALSE
Other congenital malformations of skull and face bones (Q75),no.,0,0,0,0,0,NA,Q75,Other congenital malformations of skull and face bones,FALSE,FALSE
Congenital malformations of spine and bony thorax (Q76),no.,0,0,0,0,0,NA,Q76,Congenital malformations of spine and bony thorax,FALSE,FALSE
Osteochondrodysplasia with defects of growth of tubular bones and spine (Q77),no.,0,1,1,0,0,2.5,Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,FALSE,FALSE
Other osteochondrodysplasias (Q78),no.,4,1,1,1,1,2.5,Q78,Other osteochondrodysplasias,FALSE,FALSE
"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",no.,3,6,1,4,2,2.8,Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",FALSE,FALSE
Other congenital malformations (Q80-Q89),no.,11,26,21,6,21,3.4,Q80-Q89,Other congenital malformations,FALSE,FALSE
Congenital ichthyosis (Q80),no.,0,0,0,0,0,NA,Q80,Congenital ichthyosis,FALSE,FALSE
Epidermolysis bullosa (Q81),no.,0,0,1,0,0,3,Q81,Epidermolysis bullosa,FALSE,FALSE
Other congenital malformations of skin (Q82),no.,0,1,0,0,1,5.5,Q82,Other congenital malformations of skin,FALSE,FALSE
Congenital malformations of breast (Q83),no.,0,0,0,0,0,NA,Q83,Congenital malformations of breast,FALSE,FALSE
Other congenital malformations of integument (Q84),no.,0,0,0,0,0,NA,Q84,Other congenital malformations of integument,FALSE,FALSE
"Phakomatoses, not elsewhere classified (Q85)",no.,0,2,5,3,4,3.8,Q85,"Phakomatoses, not elsewhere classified",FALSE,FALSE
"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified (Q86)",no.,0,0,0,0,0,NA,Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",FALSE,FALSE
Other specified congenital malformation syndromes affecting multiple systems (Q87),no.,6,8,10,2,13,3.6,Q87,Other specified congenital malformation syndromes affecting multiple systems,FALSE,FALSE
"Other congenital malformations, not elsewhere classified (Q89)",no.,5,15,5,1,3,2.8,Q89,"Other congenital malformations, not elsewhere classified",FALSE,FALSE
"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",no.,13,41,52,38,46,3.7,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",FALSE,FALSE
Down syndrome (Q90),no.,4,24,39,25,35,3.9,Q90,Down syndrome,FALSE,FALSE
Edwards syndrome and Patau syndrome (Q91),no.,6,6,3,4,0,2.3,Q91,Edwards syndrome and Patau syndrome,FALSE,FALSE
"Other trisomies and partial trisomies of the autosomes, not elsewhere classified (Q92)",no.,0,2,1,5,0,3.4,Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",FALSE,FALSE
"Monosomies and deletions from the autosomes, not elsewhere classified (Q93)",no.,2,4,6,3,5,3.5,Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",FALSE,FALSE
"Balanced rearrangements and structural markers, not elsewhere classified (Q95)",no.,0,0,0,0,0,NA,Q95,"Balanced rearrangements and structural markers, not elsewhere classified",FALSE,FALSE
Turner syndrome (Q96),no.,0,0,1,1,0,3.5,Q96,Turner syndrome,FALSE,FALSE
"Other sex chromosome abnormalities, female phenotype, not elsewhere classified (Q97)",no.,0,0,0,0,0,NA,Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",FALSE,FALSE
"Other sex chromosome abnormalities, male phenotype, not elsewhere classified (Q98)",no.,0,0,0,0,2,6.5,Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",FALSE,FALSE
"Other chromosome abnormalities, not elsewhere classified (Q99)",no.,1,5,2,0,4,3.4,Q99,"Other chromosome abnormalities, not elsewhere classified",FALSE,FALSE
"CHAPTER XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",no.,2640,781,292,39,29,1.4,R00-R99,"CHAPTER XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",TRUE,FALSE
Symptoms and signs involving the circulatory and respiratory systems (R00-R09),no.,45,14,16,0,0,1.6,R00-R09,Symptoms and signs involving the circulatory and respiratory systems,FALSE,FALSE
Abnormalities of heart beat (R00),no.,3,1,0,0,0,1.3,R00,Abnormalities of heart beat,FALSE,FALSE
Cardiac murmurs and other cardiac sounds (R01),no.,0,0,0,0,0,NA,R01,Cardiac murmurs and other cardiac sounds,FALSE,FALSE
"Gangrene, not elsewhere classified (R02)",no.,2,0,0,0,0,1,R02,"Gangrene, not elsewhere classified",FALSE,FALSE
"Abnormal blood-pressure reading, without diagnosis (R03)",no.,0,0,0,0,0,NA,R03,"Abnormal blood-pressure reading, without diagnosis",FALSE,FALSE
Haemorrhage from respiratory passages (R04),no.,2,1,2,0,0,2,R04,Haemorrhage from respiratory passages,FALSE,FALSE
Cough (R05),no.,0,0,0,0,0,NA,R05,Cough,FALSE,FALSE
Abnormalities of breathing (R06),no.,0,0,1,0,0,3,R06,Abnormalities of breathing,FALSE,FALSE
Pain in throat and chest (R07),no.,0,0,0,0,0,NA,R07,Pain in throat and chest,FALSE,FALSE
Other symptoms and signs involving the circulatory and respiratory systems (R09),no.,38,12,13,0,0,1.6,R09,Other symptoms and signs involving the circulatory and respiratory systems,FALSE,FALSE
Symptoms and signs involving the digestive system and abdomen (R10-R19),no.,11,6,1,0,2,1.9,R10-R19,Symptoms and signs involving the digestive system and abdomen,FALSE,FALSE
Abdominal and pelvic pain (R10),no.,0,2,0,0,0,2,R10,Abdominal and pelvic pain,FALSE,FALSE
Nausea and vomiting (R11),no.,0,0,0,0,0,NA,R11,Nausea and vomiting,FALSE,FALSE
Heartburn (R12),no.,0,0,0,0,0,NA,R12,Heartburn,FALSE,FALSE
Dysphagia (R13),no.,2,1,1,0,0,1.8,R13,Dysphagia,FALSE,FALSE
Flatulence and related conditions (R14),no.,0,0,0,0,0,NA,R14,Flatulence and related conditions,FALSE,FALSE
Faecal incontinence (R15),no.,0,0,0,0,0,NA,R15,Faecal incontinence,FALSE,FALSE
"Hepatomegaly and splenomegaly, not elsewhere classified (R16)",no.,0,0,0,0,0,NA,R16,"Hepatomegaly and splenomegaly, not elsewhere classified",FALSE,FALSE
Unspecified jaundice (R17),no.,0,0,0,0,0,NA,R17,Unspecified jaundice,FALSE,FALSE
Ascites (R18),no.,0,0,0,0,0,NA,R18,Ascites,FALSE,FALSE
Other symptoms and signs involving the digestive system and abdomen (R19),no.,9,3,0,0,2,1.9,R19,Other symptoms and signs involving the digestive system and abdomen,FALSE,FALSE
Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),no.,0,1,0,0,0,2,R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,FALSE,FALSE
Disturbances of skin sensation (R20),no.,0,0,0,0,0,NA,R20,Disturbances of skin sensation,FALSE,FALSE
Rash and other nonspecific skin eruption (R21),no.,0,0,0,0,0,NA,R21,Rash and other nonspecific skin eruption,FALSE,FALSE
"Localized swelling, mass and lump of skin and subcutaneous tissue (R22)",no.,0,1,0,0,0,2,R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",FALSE,FALSE
Other skin changes (R23),no.,0,0,0,0,0,NA,R23,Other skin changes,FALSE,FALSE
Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),no.,0,2,1,1,0,2.8,R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,FALSE,FALSE
Abnormal involuntary movements (R25),no.,0,0,0,0,0,NA,R25,Abnormal involuntary movements,FALSE,FALSE
Abnormalities of gait and mobility (R26),no.,0,0,1,1,0,3.5,R26,Abnormalities of gait and mobility,FALSE,FALSE
Other lack of coordination (R27),no.,0,0,0,0,0,NA,R27,Other lack of coordination,FALSE,FALSE
Other symptoms and signs involving the nervous and musculoskeletal systems (R29),no.,0,2,0,0,0,2,R29,Other symptoms and signs involving the nervous and musculoskeletal systems,FALSE,FALSE
Symptoms and signs involving the urinary system (R30-R39),no.,2,0,0,0,0,1,R30-R39,Symptoms and signs involving the urinary system,FALSE,FALSE
Pain associated with micturition (R30),no.,0,0,0,0,0,NA,R30,Pain associated with micturition,FALSE,FALSE
Unspecified haematuria (R31),no.,0,0,0,0,0,NA,R31,Unspecified haematuria,FALSE,FALSE
Unspecified urinary incontinence (R32),no.,0,0,0,0,0,NA,R32,Unspecified urinary incontinence,FALSE,FALSE
Retention of urine (R33),no.,2,0,0,0,0,1,R33,Retention of urine,FALSE,FALSE
Anuria and oliguria (R34),no.,0,0,0,0,0,NA,R34,Anuria and oliguria,FALSE,FALSE
Polyuria (R35),no.,0,0,0,0,0,NA,R35,Polyuria,FALSE,FALSE
Urethral discharge (R36),no.,0,0,0,0,0,NA,R36,Urethral discharge,FALSE,FALSE
Other symptoms and signs involving the urinary system (R39),no.,0,0,0,0,0,NA,R39,Other symptoms and signs involving the urinary system,FALSE,FALSE
"Symptoms and signs involving cognition, perception, emotional state and behaviour (R40-R46)",no.,7,20,12,12,4,2.7,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",FALSE,FALSE
"Somnolence, stupor and coma (R40)",no.,0,0,0,0,0,NA,R40,"Somnolence, stupor and coma",FALSE,FALSE
Other symptoms and signs involving cognitive functions and awareness (R41),no.,7,20,12,12,4,2.7,R41,Other symptoms and signs involving cognitive functions and awareness,FALSE,FALSE
Dizziness and giddiness (R42),no.,0,0,0,0,0,NA,R42,Dizziness and giddiness,FALSE,FALSE
Disturbances of smell and taste (R43),no.,0,0,0,0,0,NA,R43,Disturbances of smell and taste,FALSE,FALSE
Other symptoms and signs involving general sensations and perceptions (R44),no.,0,0,0,0,0,NA,R44,Other symptoms and signs involving general sensations and perceptions,FALSE,FALSE
Symptoms and signs involving emotional state (R45),no.,0,0,0,0,0,NA,R45,Symptoms and signs involving emotional state,FALSE,FALSE
Symptoms and signs involving appearance and behaviour (R46),no.,0,0,0,0,0,NA,R46,Symptoms and signs involving appearance and behaviour,FALSE,FALSE
Symptoms and signs involving speech and voice (R47-R49),no.,2,0,0,0,0,1,R47-R49,Symptoms and signs involving speech and voice,FALSE,FALSE
"Speech disturbances, not elsewhere classified (R47)",no.,2,0,0,0,0,1,R47,"Speech disturbances, not elsewhere classified",FALSE,FALSE
"Dyslexia and other symbolic dysfunctions, not elsewhere classified (R48)",no.,0,0,0,0,0,NA,R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",FALSE,FALSE
Voice disturbances (R49),no.,0,0,0,0,0,NA,R49,Voice disturbances,FALSE,FALSE
General symptoms and signs (R50-R69),no.,722,527,192,22,15,1.7,R50-R69,General symptoms and signs,FALSE,FALSE
Fever of unknown origin (R50),no.,0,0,0,0,0,NA,R50,Fever of unknown origin,FALSE,FALSE
Headache (R51),no.,0,0,0,0,0,NA,R51,Headache,FALSE,FALSE
"Pain, not elsewhere classified (R52)",no.,0,2,1,0,0,2.3,R52,"Pain, not elsewhere classified",FALSE,FALSE
Malaise and fatigue (R53),no.,136,123,64,3,3,1.8,R53,Malaise and fatigue,FALSE,FALSE
Senility (R54),no.,270,316,100,15,11,1.9,R54,Senility,FALSE,FALSE
Syncope and collapse (R55),no.,0,2,0,0,0,2,R55,Syncope and collapse,FALSE,FALSE
"Convulsions, not elsewhere classified (R56)",no.,5,1,1,0,1,1.9,R56,"Convulsions, not elsewhere classified",FALSE,FALSE
"Shock, not elsewhere classified (R57)",no.,10,12,2,0,0,1.7,R57,"Shock, not elsewhere classified",FALSE,FALSE
"Haemorrhage, not elsewhere classified (R58)",no.,6,0,0,0,0,1,R58,"Haemorrhage, not elsewhere classified",FALSE,FALSE
Enlarged lymph nodes (R59),no.,0,0,0,0,0,NA,R59,Enlarged lymph nodes,FALSE,FALSE
"Oedema, not elsewhere classified (R60)",no.,0,0,0,0,0,NA,R60,"Oedema, not elsewhere classified",FALSE,FALSE
Hyperhidrosis (R61),no.,0,0,0,0,0,NA,R61,Hyperhidrosis,FALSE,FALSE
Lack of expected normal physiological development (R62),no.,0,0,0,0,0,NA,R62,Lack of expected normal physiological development,FALSE,FALSE
Symptoms and signs concerning food and fluid intake (R63),no.,1,6,14,2,0,2.7,R63,Symptoms and signs concerning food and fluid intake,FALSE,FALSE
Cachexia (R64),no.,9,4,0,1,0,1.5,R64,Cachexia,FALSE,FALSE
Systemic Inflammatory Response Syndrome [SIRS] (R65),no.,0,0,0,0,0,NA,R65,Systemic Inflammatory Response Syndrome [SIRS],FALSE,FALSE
Other general symptoms and signs (R68),no.,285,61,10,1,0,1.2,R68,Other general symptoms and signs,FALSE,FALSE
Unknown and unspecified causes of morbidity (R69),no.,0,0,0,0,0,NA,R69,Unknown and unspecified causes of morbidity,FALSE,FALSE
"Abnormal findings on examination of blood, without diagnosis (R70-R79)",no.,0,0,0,0,0,NA,R70-R79,"Abnormal findings on examination of blood, without diagnosis",FALSE,FALSE
